date,confirmed_cases,mask_required,cases
2022-10-05,1410044,No,756
2022-10-06,1411179,No,1135
2022-10-07,1411927,No,748
2022-10-08,1411927,No,0
2022-10-09,1411927,No,0
2022-10-10,1411927,No,0
2022-10-11,1413588,No,1661
2022-10-12,1414255,No,667
2022-10-13,1414976,No,721
2022-10-14,1415664,No,688
2022-10-15,1415664,No,0
2022-10-16,1415664,No,0
2022-10-17,1417295,No,1631
2022-10-18,1417717,No,422
2022-10-19,1417952,No,235
2022-10-20,1419268,No,1316
2022-10-21,1420208,No,940
2022-10-22,1420208,No,0
2022-10-23,1420208,No,0
2022-10-24,1421903,No,1695
2022-10-25,1422562,No,659
2022-10-26,1423473,No,911
2022-10-27,1424091,No,618
2022-10-28,1425454,No,1363
2022-10-29,1425454,No,0
2022-10-30,1425454,No,0
2022-10-31,1427625,No,2171
2022-11-01,1428332,No,707
